sha256	path
66fc16d763b663ad07b11faef3bc38d4f47b248ea9067410d4a990461eb7c85a	failures/alternate-key.rpm
b76d2583db006284a0628eefa586d827cf02987ccef7741b07c9091f1263f6de	failures/corrupt.rpm
4dc0bafb0710888d44216527e1370e2f58626a5f842a54a0afbe9204b25da7a9	failures/expired-primary.rpm
209e64a2a368668120e703776334840873bf195511cdb82461f047eec845381c	failures/expired-subkey.rpm
744419ea7e981248dbcb57294d12150a0955349f87020c645e04b373c21cff04	failures/revoked-primary.rpm
4bf7ed7a928f6802ea6697312176df58ebc542ab8d045c75b9c36cc3c6760da3	failures/revoked-subkey.rpm
d6c5d9ba4b5561d3018418c29c1cff0ff777f84ccb8c2eeea3d49943c0f776f3	failures/unsigned.rpm
217cd960e9b80af44e524a9dbe4839c999785cae6df9d83ae30a111a7e8e3cf7	failures/wrong-arch.rpm
38212904db43a58802e9d28e6bff4666a09860ce635770670038080d3a3f778d	fingerprints.tsv
17ec29c9204c1c16188f605931228b3823cd96ab9ae24aaf6e4f53e7311925f3	keys/allowed.asc
9ceee1e88049715018c066316965b31bc81da4aa5be987b463ce53bdc6998f56	keys/alternate.asc
3808185759e24ead9f1aa725eb2bd8dd14636fbd62355a8fea65e13d7fa6ab6c	keys/expired-primary.asc
d97ac71faa73ef34d45da0ac67c68bc5b35dddc6b5fec71d17699e2b748ba337	keys/expired-subkey.asc
b2d5bba32be864864ffaaa540acb1ec0fa32be22640d52b729375150ca7d14ef	keys/revoked-primary.asc
36ca741ad938b577d8b1c13f424ea823559d3610089ee1a456fd5eefe83110f7	keys/revoked-subkey.asc
c3268139815c7bd2614e262ade22ea66ec29be35a5c2c0ab748b566f78420764	repos/main/dnfast-app-1.0-1.noarch.rpm
7ba627ede951cf45f10b442aeb75778167b6ae446217a0feb4da6a40655467cd	repos/main/dnfast-arch-1.0-1.aarch64.rpm
03ec41c03c57730cdaed71a75a17e57ef477c24924e8c3682a323be8847dd7a1	repos/main/dnfast-arch-switch-2.0-1.noarch.rpm
3b0c663afa5262f57ec8285f44c5037706e8e3c4101a2092b3d4b4695fa302da	repos/main/dnfast-config-1.0-1.noarch.rpm
16463c68017cb4eb2da1a33f8ebad3e10b45eea6ce6e5200d65ebbb586af35dc	repos/main/dnfast-conflict-1.0-1.noarch.rpm
52cfed964e36e8adb62a743f32d4e5bca156c03d786c971e4257dd70c13691df	repos/main/dnfast-cost-1.0-1.noarch.rpm
ff0710750f50fc7d2af9bdfa8d8c052e029450388a34afeb197b430c9b015da5	repos/main/dnfast-dep-1.0-1.noarch.rpm
0303e8749ae1b793dcbcb651494cf3d3205561d5640b3d17f6fcbe4e3b3b1f47	repos/main/dnfast-file-collision-1.0-1.noarch.rpm
e253641e3633d983258a74d09ceb3a0e30485de35eb8f077625074ebc4dbc065	repos/main/dnfast-file-provider-1.0-1.noarch.rpm
38679e5603e35e7c8d9f77ac08314d362fd3c69b3dc40e1aaea9525714be5ae6	repos/main/dnfast-installonly-1.0-1.noarch.rpm
1352a4c6c93a694aa7809221df36a06b5d6dc7a3699e02ae55d5d6051c4d95ae	repos/main/dnfast-noarch-1.0-1.noarch.rpm
b44d989e1c6d3faa7f3dcbc171b309d43fc0f38d11667e9ca4596881889fcd52	repos/main/dnfast-obsoletes-2.0-1.noarch.rpm
b9faf96e874c3ae792fbabb962e1f17451cad42da6fa8fadca07d592eba7019f	repos/main/dnfast-post-failure-1.0-1.noarch.rpm
f0ad588334acf24f836de221a6a6f7d239947810011e4b76f188881ff1854197	repos/main/dnfast-pre-failure-1.0-1.noarch.rpm
360af2d45965ad56d1cb87840aed649a24740cda19083e0088d0c7c729595c84	repos/main/dnfast-priority-1.0-1.noarch.rpm
a4514092a0580c2ba26fc97f0bba82d1f8ff2c13bbc7b5540f30d3d19e92bea8	repos/main/dnfast-protected-1.0-1.noarch.rpm
63d721513b003876f8d9396e2490533faeb8c759a4f0086ffc2adf774a434354	repos/main/dnfast-rich-1.0-1.noarch.rpm
d89e52eacc3f68e8b6d5777fe51cd013b584f25f15e728e5a62f4cfcebadc556	repos/main/dnfast-trigger-failure-1.0-1.noarch.rpm
89471bc02ec100829beb09e7ed1deaf85e7fce19a69829b9ac992ccf67389faa	repos/main/dnfast-unsatisfied-1.0-1.noarch.rpm
41ba84f991683159b9eaf380b83f2f08d1e16e05547f4e12c9af80165938e206	repos/main/dnfast-upgrade-1.0-1.noarch.rpm
d246356b25aff9ad4ae3328eae1d06cb446b300f703681a0db5f9dffd7458cf1	repos/main/dnfast-upgrade-2.0-1.noarch.rpm
23f39264c9deb63bb969d3491ee4bca35dbfdd26ab31725011767925b6d9ddde	repos/main/dnfast-vendor-switch-2.0-1.noarch.rpm
d30f6f1149846c4dcbef395fd8de8e92877ac5a19f3a057f3e7f14be7381c723	repos/main/dnfast-weak-app-1.0-1.noarch.rpm
2930c0ada292cac08ba42e02a22ae3f2179d2adc7927d245366c17d8424813ea	repos/main/repodata/filelists.xml.zst
b4c28037381862552e214ee14caa9b4d44fe751ba77a14e25ecc9280a39fc6af	repos/main/repodata/other.xml.zst
e46b5ff8cd348e102e9ea973881932c3fc368846b9c1f68fd30f8d5efd6e3917	repos/main/repodata/primary.xml.zst
ef56c6d713068383f5c9a9d71da2dc45f15017092512a49369287cd37fd80924	repos/main/repodata/repomd.xml
1ee6baf07617b282121c4cd8598cabaa29042250accc1f0cd1ab0d41bd49d8d3	repos/main/repodata/repomd.xml.asc
e40ddcae996326f62e8c017987d0aceb932fc739d52bf22b7f029ee156d9d11d	revocations.tsv
