sha256	path
112bb3f6b0e2d7b51e7c7c7d4e41e1e0534fd858148a3f02bbe8fedb55171302	failures/alternate-key.rpm
b30a3c566f7b23c00095d5fc8e5bf26b6d819619de3475742f7a412542d7a973	failures/corrupt.rpm
c83b9f9bcea78645cc826214b89a6bdd08e76ab76d4dd757ee2ce4d9f48fb950	failures/dnfast-arch-1.0-1.x86_64.rpm
1ff4435f2f6502c08787b20dc2b821205bab13a4adf731d128907a67f5b965bf	failures/expired-primary.rpm
5f278c2cf5d1101fdc3cfdc0fa96abc7fdce2c7edc935ba185fda3bdb9f2d863	failures/expired-subkey.rpm
c5f856438cb23fe4dafbe5492c540f228d6bdcf3846b22dc75800d164d509cb4	failures/revoked-primary.rpm
afec4e8836e0e7a91049713c6cf9644edf64912b5222534675d3cf6b3bc186c6	failures/revoked-subkey.rpm
194d794205c61b792ffec04c4f7fb8cacfb51722faaa146e0fc7f494f518efe5	failures/unsigned.rpm
f974e87225af81fc891596c4da0ff4569dcd33900dd631d1f60d6551dc29cb4e	fingerprints.tsv
ab2ece1962bdf8ab694bdc966e777b2c86b7f60af6f43151aa75d70a41ff75ab	keys/allowed.asc
a5f3e1f2e36131f32bb3a75d5197c1911e6cd57677709a462474bca69c0a9ad7	keys/alternate.asc
0e0a4fde31e89e2aa4e1df1d95baaafc79516aa827bd484518a36fb45334ac00	keys/expired-primary.asc
8fa7fecccde5f0843dbe21747eb030063c516e25bb1e8488e48d71ca8e6877bb	keys/expired-subkey.asc
8175471095cd86692d691bed48277e6dcf546a1f94b2d98dd04d5d31cd2321c1	keys/revoked-primary.asc
b00e627a98e79d2beb473cf084fbda8d6d2b7b56c63edc81305d251b175077d7	keys/revoked-subkey.asc
1220693cf1c5a307a87392e435940428f815ffa3b65495f988e79fc1d6b0c19a	repos/cost-high/dnfast-cost-1.0-1.noarch.rpm
3ea7b07c317ca00ea48933205a3014fdafe559a3c8de5ef82df06851f9b0c8ca	repos/cost-high/repodata/filelists.xml.zst
414b8fcf06a99a7028ed57024f3303eb752ad9054faa55a640106b7d7e6bcb9b	repos/cost-high/repodata/other.xml.zst
6ece0e202c83b4339c31e2997028f4977f04a301a6bd3b94110510dc999421d9	repos/cost-high/repodata/primary.xml.zst
96c30fc174efcfa165235f3acbb9664bb3413fbc31b56443c2290e5a67e6ecfa	repos/cost-high/repodata/repomd.xml
2038072a88fedf9ad487f153d950f60923942ee9ed5731ec7de724c4620e8195	repos/cost-high/repodata/repomd.xml.asc
1220693cf1c5a307a87392e435940428f815ffa3b65495f988e79fc1d6b0c19a	repos/cost-low/dnfast-cost-1.0-1.noarch.rpm
3ea7b07c317ca00ea48933205a3014fdafe559a3c8de5ef82df06851f9b0c8ca	repos/cost-low/repodata/filelists.xml.zst
414b8fcf06a99a7028ed57024f3303eb752ad9054faa55a640106b7d7e6bcb9b	repos/cost-low/repodata/other.xml.zst
6ece0e202c83b4339c31e2997028f4977f04a301a6bd3b94110510dc999421d9	repos/cost-low/repodata/primary.xml.zst
96c30fc174efcfa165235f3acbb9664bb3413fbc31b56443c2290e5a67e6ecfa	repos/cost-low/repodata/repomd.xml
2038072a88fedf9ad487f153d950f60923942ee9ed5731ec7de724c4620e8195	repos/cost-low/repodata/repomd.xml.asc
20007ccded1674ecf6985470330342f23d4e8d8f1889b02e748de00b57e591b1	repos/main/dnfast-app-1.0-1.noarch.rpm
e7822c02e7025d88f08a4d9f4b1e8bd634e4a48ca508357fc03f41f82abdf4be	repos/main/dnfast-arch-1.0-1.aarch64.rpm
cc46822efa842ae91f86f23a01c9c29a48856f561da3fdc036cd4ce610a69785	repos/main/dnfast-arch-switch-1.0-1.aarch64.rpm
cedd5d29f3a8393cf22f26ab510cbdbe97bd411dcc73b39317dbc016dbbbc0fd	repos/main/dnfast-arch-switch-2.0-1.noarch.rpm
291325da8b2ac07a2cf4eb4d9262be6f8d67369aa9eaf9fe28ed76fc52a3f440	repos/main/dnfast-config-1.0-1.noarch.rpm
4266c8d8ef21a1806b5521744ddae09cf585a6f904c57dc1a212f858036c04ff	repos/main/dnfast-conflict-1.0-1.noarch.rpm
1220693cf1c5a307a87392e435940428f815ffa3b65495f988e79fc1d6b0c19a	repos/main/dnfast-cost-1.0-1.noarch.rpm
0462d19b0dcc0365658924a684df8a65b14860a9bd9500c38e96ab73da20e436	repos/main/dnfast-dep-1.0-1.noarch.rpm
f29c855cefbb1aa386528cbc654a8bff9094792f4443df1f88ecfd8a32bc8967	repos/main/dnfast-file-collision-1.0-1.noarch.rpm
4af601b38a07c198452ed32ebd802c24dbb5dc20f09f51bfe0209ab2405c43a6	repos/main/dnfast-file-provider-1.0-1.noarch.rpm
143c8e02746037d69a1902a6f31a2323eeb4243a06d7bf8913f26d4c9ee9661d	repos/main/dnfast-installonly-1.0-1.noarch.rpm
14ebedfdb0750c517ac76c89920c1fb239248f1d29a2a3e5868d36851ccc020b	repos/main/dnfast-noarch-1.0-1.noarch.rpm
