sha256	path
81de3c690e4ab62cb7f64bad22b1835b9508f0ddf0d80e7110573b4223badf7c	failures/alternate-key.rpm
738d073f91b4ff15d10f08bb75bab0385ce0643fa72c3ce2096c124688fc77e9	failures/corrupt.rpm
b6c1e1703db535b2b23daeadc451c86a2828a5702b182ba994f7c1206288fadb	failures/expired-primary.rpm
1580b05aa2ba6f6333406822da299ccfe39e16a19622ac9fd6bbd3170fa9d4a0	failures/expired-subkey.rpm
6fdfc84f7190abcbdc20f2a7dce2f82724d425609afec16b293316c840ef63bf	failures/revoked-primary.rpm
1659bc7ab71a9db62e6ebe05a7688db8ad6dd19ff65e3e7139be2b736e8777f5	failures/revoked-subkey.rpm
506d0f9374d548e68688c1e72b390633683ae338f6bd02f7e937eda01eb2daec	failures/unsigned.rpm
145378605cf58f4833c2c4f39923f8847f2d0fab1d797adfc74f7d7c41ef8d18	failures/wrong-arch.rpm
36292d1c6ef7394acee198cdc4f4f39eb86d5b0f305572787d0cd4bb86019354	fingerprints.tsv
3cc4209d9f27e2d8a7478a1fd82f16c6119a5e3503b9e76933ffb4807b4d1008	keys/allowed.asc
be3156c0615ee6a6ccd1867e77fbfb2b8210109a81316bfe948cd3d7bfed4e9c	keys/alternate.asc
01af8415ea98f697de71e83da3d4eb454992d70128eba75d47fbf18eb04a1e8f	keys/expired-primary.asc
6f8c44303bce50bd70735285747783934680f41ac3483567f4c867be21b94461	keys/expired-subkey.asc
df976b2052cc49b207c0bf8dd98f52362ef2b37dc1d888fba889df0f8fdc8208	keys/revoked-primary.asc
2de09dc2e84970f3bb4f78a033876c9ae7c38403132cf68218378c961c0827dc	keys/revoked-subkey.asc
87b700cfa1aac20201f4471626c4518e15dd136fa7f6e7dd1a458f13abaf8fd1	repos/cost-high/dnfast-cost-1.0-1.noarch.rpm
1a4950a37004d57341831dbf6c1e75e440a64bce43fdefebbdd166c6a15e3fe3	repos/cost-high/repodata/filelists.xml.zst
f6075fdf9332dce8df88b50365836b4c97d46e408834f1286e2b06f38143fd46	repos/cost-high/repodata/other.xml.zst
96bdf7f5852aab9213bdf2d31ae304cb4a4b044bed58752beaf8bd9545d50ddc	repos/cost-high/repodata/primary.xml.zst
16d64d414a31a24490bb4641c8467f0259a024f7c6ced91a4b5eb9f7fadc4fd8	repos/cost-high/repodata/repomd.xml
20211eb6f7768a1618976fc40b9342534cc05079c2d1e2a64148a68a30909a45	repos/cost-high/repodata/repomd.xml.asc
87b700cfa1aac20201f4471626c4518e15dd136fa7f6e7dd1a458f13abaf8fd1	repos/cost-low/dnfast-cost-1.0-1.noarch.rpm
1a4950a37004d57341831dbf6c1e75e440a64bce43fdefebbdd166c6a15e3fe3	repos/cost-low/repodata/filelists.xml.zst
f6075fdf9332dce8df88b50365836b4c97d46e408834f1286e2b06f38143fd46	repos/cost-low/repodata/other.xml.zst
96bdf7f5852aab9213bdf2d31ae304cb4a4b044bed58752beaf8bd9545d50ddc	repos/cost-low/repodata/primary.xml.zst
16d64d414a31a24490bb4641c8467f0259a024f7c6ced91a4b5eb9f7fadc4fd8	repos/cost-low/repodata/repomd.xml
20211eb6f7768a1618976fc40b9342534cc05079c2d1e2a64148a68a30909a45	repos/cost-low/repodata/repomd.xml.asc
f69d9b28dc77b2890be713b9539adc0f62697c9ebe4861987b5e03dee007b9f3	repos/main/dnfast-app-1.0-1.noarch.rpm
