sha256	path
26ed48747891d0f1558a295c81d7a6c95ed4a8dd0b5428466979c83400353966	failures/alternate-key.rpm
4bc5003b3bb56bc48aa53bf68ca2e659501542b62755f672d4235fa60cd91d5e	failures/corrupt.rpm
125dcd656df8ca38eb705416122f00ba6e3ea0d3c2266f532e2388ee6f678188	failures/expired-primary.rpm
4ca55cbcf843de89e04fd1505a32e329c9d124660b97928c2b952befa0df95f1	failures/expired-subkey.rpm
9e8e01a7dc601a14992e8a8b7ce13a231d04934fc81da7b12a26ee1f97b7f57c	failures/revoked-primary.rpm
0d5086278d3d7e4cf5fb5cf460f86051751c79c3f8498b0a63c30325c531c04e	failures/revoked-subkey.rpm
f2bdc37964d3e30cc37e98cf913e4965948e6c05fbe0cd60108164d25e49bbf2	failures/unsigned.rpm
9e5af1bedd6f758f3c8474b034bc1878a8345ffa1d79d9a603aa17fb371b6557	failures/wrong-arch.rpm
3a4f88430555ae128717e3955a575439f3e352dde48f86bd066880d41bfc01a9	fingerprints.tsv
5505b392af5c34156ca7fa6a65a37c485eac5ce8749e6460c6fffb85414cf30a	keys/allowed.asc
425315902658f769bd3f11ffd4f78154ca2238bb35797780d61da0f24e44e00b	keys/alternate.asc
ee36682cd5716d669f48df285f1981cf67c731181328dee5d66289fe9a48a997	keys/expired-primary.asc
a9c551803ee0beee481ad67a85d6f4ac413c8e9363c41a3ea783e58bbe82cf87	keys/expired-subkey.asc
9da1e785227f524f38bf13be2540d91c4abcd93c953041cb6f9e1eb61d0229ec	keys/revoked-primary.asc
372360ddb0e23b6943f8fc7e000a6fe262e0ac0d9e7f9e9910101e424ef1eefa	keys/revoked-subkey.asc
612b6c0b9bb8a8e534721cb6ebe1032c125440fcb96486316b75d59b16eaabaf	repos/main/dnfast-app-1.0-1.noarch.rpm
9c3278bd2564f46861298cc8994e70c7930dd676312d4a9fff64a302b9c31322	repos/main/dnfast-arch-1.0-1.aarch64.rpm
d316d227ad0f9392618ae7d57f3ae02873eec645d834bec75026524b07009510	repos/main/dnfast-arch-switch-2.0-1.noarch.rpm
27330c227e93a9b416fcdef14cdf5a63e162a2854f6240b28ecab9cca6457fdd	repos/main/dnfast-config-1.0-1.noarch.rpm
a146f10dc48d35c52c8cdd89e4a79e6c2d21f86492f1b9caa25cca827ad30584	repos/main/dnfast-conflict-1.0-1.noarch.rpm
776a594926853caf5e9650ea7270647ba7045570d647ce059c2e7ebf044daecf	repos/main/dnfast-cost-1.0-1.noarch.rpm
6591eee873d572eef3865c0258b1e551a23bf52ffc46e09d680b4b196ee9a300	repos/main/dnfast-dep-1.0-1.noarch.rpm
f0d8c952a217c31fa195fa51df91c708901bf76ef1fea7535bbbb17b544a4d50	repos/main/dnfast-file-collision-1.0-1.noarch.rpm
a9ffc7e70a12c4e055dd7e873e5c3da39b726ee89d95b22f81d49166eab85248	repos/main/dnfast-file-provider-1.0-1.noarch.rpm
7c554a43187beac783f1f6694ebbdb9a6419d35b0584978b5276714984479092	repos/main/dnfast-installonly-1.0-1.noarch.rpm
76815a31fff6226afae068015221716e076db1f5d8ce7f8a6673c73af39ab656	repos/main/dnfast-noarch-1.0-1.noarch.rpm
6da79912e9b645d3d2252bf8cba71b0421a0b07ee27c95d195d5d2d743150f40	repos/main/dnfast-obsoletes-2.0-1.noarch.rpm
e71d358b2c1e23eca1a979285de65b0234311860d9172fb0c42ece297be58a29	repos/main/dnfast-post-failure-1.0-1.noarch.rpm
3bc8af95b47dcc54ecfd4dbd8fdbaffa30130998cbea6c0370a783f2e5d6639d	repos/main/dnfast-pre-failure-1.0-1.noarch.rpm
452ab8a683c005e5659fc8a289cdccbaece7fb016233a9b5a66fe3650d447766	repos/main/dnfast-priority-1.0-1.noarch.rpm
e76c78625b1ffdb1e6a32e64878b6586ba8c5d21e642f144f6c9671f81ee4e2d	repos/main/dnfast-protected-1.0-1.noarch.rpm
5dafd976e702406be7840e5395f73635966804bada020088a25d2985bc866fa4	repos/main/dnfast-rich-1.0-1.noarch.rpm
2cc59fc55a65e35c91a4af676e936c7ff16b8f5fc8ef186f6e0de02015189ad0	repos/main/dnfast-trigger-failure-1.0-1.noarch.rpm
3189852997d70b09d69044a25b062ec0f456b3a22fbf9ef62c92e7774cc82191	repos/main/dnfast-unsatisfied-1.0-1.noarch.rpm
5727654096cc63fec18479a77f2d6c3374180aba3f5a584bc3116615239dee77	repos/main/dnfast-upgrade-1.0-1.noarch.rpm
12f324b2f47632df43841ba1bba4d7e5b792679bff12152491637112fce30f62	repos/main/dnfast-upgrade-2.0-1.noarch.rpm
c6c5c5fe2daff19a0bc399fe125fa313e5269af7f504de397bb4a670b1dd52de	repos/main/dnfast-vendor-switch-2.0-1.noarch.rpm
98a3e19345e081b33f9eb3d104caa272ef689fb5b0a6ac2ea2f1c71d5820c6dd	repos/main/dnfast-weak-app-1.0-1.noarch.rpm
