sha256	path
1752e27fc25402e5e777d097ff7b1fec6e2decf8ef97c56aeb174e01c1602e1d	failures/alternate-key.rpm
de87ae93980582284a35bc74e37dc7ea7494d157793ff516253de384f2fe2e52	failures/corrupt.rpm
67657eacb5809c91c3d501f96fc94a2f8d60432e348d14c4b2d9db422f5f4d80	failures/expired-primary.rpm
c639f3ec4d6f6c6b719f31da200cd59d3a51694fca1e28bf11e8588a6e4ae88d	failures/expired-subkey.rpm
bcb39a0cb064a84f96559ba6deeadf3b09727047d1406e0bd679eeb6ad59b7f4	failures/revoked-primary.rpm
2a3dc58e575927c04df682c0c54b7ec3a810d4ad8fa825bc4b56dc79416948d5	failures/revoked-subkey.rpm
8860496948f0f6cf1f437b91eeebc5149d95ea115c81c55e5ad615983473709c	failures/unsigned.rpm
a14732b51c4254ba51cfb8684c0798e27676ed6c47742563f804023a529371de	failures/wrong-arch.rpm
036b144a1eb5add366bde6e89f7514cac56f8cbe5bfad98a1f9c0ee25b09872d	fingerprints.tsv
bfbb06f816e1b72b02783b32563ca0e5489063b6a904cebadf4d607d389b3684	keys/allowed.asc
0957a6d236a86b0cc856de330210e78c798e2966d9483e0aeeb9764ac2f0efe8	keys/alternate.asc
9c591a1eaffa0906331a1463f484413c61a352bea5f67af4177f16aa8c234be2	keys/expired-primary.asc
ad877de33e8ffd0ed3bc483529da002cc71ddeb2dbac747c896048288e368c11	keys/expired-subkey.asc
f165771f385d0a74bba33e19d77b0f438fffd65953a1e9670dc70356c6011ff7	keys/revoked-primary.asc
93d1941aa01703975a17aa9a19d8e0ccc3dde4d7dd7d6b7d103c8e9983b0d2be	keys/revoked-subkey.asc
85cb5cd03c6054405816b78276dd922facd38cc58d6d2040104f6ac982b66e19	repos/cost-high/dnfast-cost-1.0-1.noarch.rpm
bfc576b235508682b14ee622d17cd8201cfa1ca5531e16102168dd7e48614c24	repos/cost-high/repodata/filelists.xml.zst
